450.0000	0.0451639
449.0000	0.0456171
448.0000	0.0462055
447.0000	0.0468395
446.0000	0.0473402
445.0000	0.0480044
444.0000	0.0488362
443.0000	0.0493719
442.0000	0.0499132
441.0000	0.050523
440.0000	0.0511912
439.0000	0.051731
438.0000	0.0521846
437.0000	0.0527237
436.0000	0.0532305
435.0000	0.0537119
434.0000	0.0540294
433.0000	0.0544337
432.0000	0.0547795
431.0000	0.0548333
430.0000	0.0549641
429.0000	0.0553041
428.0000	0.0553963
427.0000	0.0553798
426.0000	0.0556378
425.0000	0.0559471
424.0000	0.0559604
423.0000	0.0561014
422.0000	0.0564724
421.0000	0.0566927
420.0000	0.0570706
419.0000	0.0575381
418.0000	0.0578816
417.0000	0.0581844
416.0000	0.0586668
415.0000	0.0590885
414.0000	0.0593913
413.0000	0.0600648
412.0000	0.0606258
411.0000	0.0612722
410.0000	0.0625431
409.0000	0.0638803
408.0000	0.0648325
407.0000	0.0655295
406.0000	0.0662046
405.0000	0.0667359
404.0000	0.0682306
403.0000	0.069867
402.0000	0.071063
401.0000	0.0729504
400.0000	0.0716116
399.0000	0.0728758
398.0000	0.0739262
397.0000	0.074965
396.0000	0.0762164
395.0000	0.0773538
394.0000	0.078312
393.0000	0.0794152
392.0000	0.0805537
391.0000	0.0817219
390.0000	0.0829805
389.0000	0.084113
388.0000	0.0850965
387.0000	0.0860841
386.0000	0.0872937
385.0000	0.0884547
384.0000	0.0893694
383.0000	0.0902155
382.0000	0.0913589
381.0000	0.0922114
380.0000	0.0927845
379.0000	0.0937629
378.0000	0.0946844
377.0000	0.0954819
376.0000	0.0960378
375.0000	0.0968627
374.0000	0.0975597
373.0000	0.0981451
372.0000	0.0987904
371.0000	0.0991608
370.0000	0.103017
369.0000	0.102789
368.0000	0.103254
367.0000	0.10396
366.0000	0.104491
365.0000	0.10471
364.0000	0.105167
363.0000	0.106
362.0000	0.10659
361.0000	0.107089
360.0000	0.107739
359.0000	0.108593
358.0000	0.109411
357.0000	0.110106
356.0000	0.110673
355.0000	0.11163
354.0000	0.112804
353.0000	0.113909
352.0000	0.114735
351.0000	0.115948
350.0000	0.117311
349.0000	0.118427
348.0000	0.119486
347.0000	0.120413
346.0000	0.121977
345.0000	0.123769
344.0000	0.124751
343.0000	0.126008
342.0000	0.128012
341.0000	0.130802
340.0000	0.132778
339.0000	0.135083
338.0000	0.137704
337.0000	0.140968
336.0000	0.145829
335.0000	0.1441
334.0000	0.145985
333.0000	0.155305
332.0000	0.160852
331.0000	0.164283
330.0000	0.167653
329.0000	0.171182
328.0000	0.175261
327.0000	0.178228
326.0000	0.181536
325.0000	0.185945
324.0000	0.190797
323.0000	0.196476
322.0000	0.202121
321.0000	0.206951
320.0000	0.211025
319.0000	0.215959
318.0000	0.219683
317.0000	0.222891
316.0000	0.226142
315.0000	0.228738
314.0000	0.231442
313.0000	0.234332
312.0000	0.237377
311.0000	0.241056
310.0000	0.245343
309.0000	0.249596
308.0000	0.253797
307.0000	0.259174
306.0000	0.264772
305.0000	0.269189
304.0000	0.273335
303.0000	0.277351
302.0000	0.282175
301.0000	0.286633
300.0000	0.291273
