700.0000	0.00650468
699.0000	0.00648074
698.0000	0.00642827
697.0000	0.00642827
696.0000	0.00644588
695.0000	0.00646254
694.0000	0.00647394
693.0000	0.00650331
692.0000	0.00651304
691.0000	0.00646719
690.0000	0.00644051
689.0000	0.00647286
688.0000	0.00647543
687.0000	0.00644976
686.0000	0.00645358
685.0000	0.0064629
684.0000	0.00649889
683.0000	0.00650934
682.0000	0.00645502
681.0000	0.00642218
680.0000	0.00642827
679.0000	0.00643227
678.0000	0.00643973
677.0000	0.00648134
676.0000	0.00648445
675.0000	0.00644499
674.0000	0.00642159
673.0000	0.00641651
672.0000	0.00641413
671.0000	0.00640684
670.0000	0.00640881
669.0000	0.00641604
668.0000	0.00642601
667.0000	0.00640959
666.0000	0.00637162
665.0000	0.00638547
664.0000	0.00640016
663.0000	0.00639753
662.0000	0.00640798
661.0000	0.00640768
660.0000	0.0064032
659.0000	0.0063884
658.0000	0.00635628
657.0000	0.00634106
656.0000	0.00636267
655.0000	0.00635837
654.0000	0.00636165
653.0000	0.00635067
652.0000	0.00633073
651.0000	0.00634948
650.0000	0.00633885
649.0000	0.00631599
648.0000	0.00633927
647.0000	0.00635031
646.0000	0.00633467
645.0000	0.00632178
644.0000	0.00632882
643.0000	0.0063287
642.0000	0.00628925
641.0000	0.00628996
640.0000	0.00629707
639.0000	0.00631688
638.0000	0.00632554
637.0000	0.00636148
636.0000	0.00640678
635.0000	0.00635598
634.0000	0.00632041
633.0000	0.00629927
632.0000	0.0062991
631.0000	0.00633455
630.0000	0.00631396
629.0000	0.00631336
628.0000	0.00637741
627.0000	0.00635801
626.0000	0.00631897
625.0000	0.00632232
624.0000	0.00630083
623.0000	0.00631187
622.0000	0.00632691
621.0000	0.00631151
620.0000	0.0063105
619.0000	0.00630638
618.0000	0.00628363
617.0000	0.00629611
616.0000	0.00633354
615.0000	0.00629426
614.0000	0.0062517
613.0000	0.00625797
612.0000	0.00625015
611.0000	0.00627158
610.0000	0.00628172
609.0000	0.00625241
608.0000	0.00626352
607.0000	0.00628978
606.0000	0.00630113
605.0000	0.0062973
604.0000	0.00628143
603.0000	0.00627641
602.0000	0.00627426
601.0000	0.00628017
600.0000	0.0062865
599.0000	0.00627271
598.0000	0.00625224
597.0000	0.00623104
596.0000	0.00620657
595.0000	0.00621087
594.0000	0.00626483
593.0000	0.00626799
592.0000	0.00621433
591.0000	0.00621367
590.0000	0.00624077
589.0000	0.00626567
588.0000	0.00625934
587.0000	0.0062637
586.0000	0.00629002
585.0000	0.00629904
584.0000	0.00630656
583.0000	0.00626728
582.0000	0.00622991
581.0000	0.0062625
580.0000	0.00630715
579.0000	0.00627665
578.0000	0.00626835
577.0000	0.00629498
576.0000	0.00629325
575.0000	0.00629331
574.0000	0.00629575
573.0000	0.00632715
572.0000	0.00632118
571.0000	0.00625779
570.0000	0.0062283
569.0000	0.00622424
568.0000	0.00622
567.0000	0.00624627
566.0000	0.00624567
565.0000	0.00622006
564.0000	0.00623498
563.0000	0.00624513
562.0000	0.00629832
561.0000	0.00629993
560.0000	0.00627677
559.0000	0.00632339
558.0000	0.00630077
557.0000	0.00623594
556.0000	0.00626829
555.0000	0.0063056
554.0000	0.00629796
553.0000	0.00629474
552.0000	0.00625886
551.0000	0.00626991
550.0000	0.00631133
549.0000	0.00632375
548.0000	0.00630841
547.0000	0.00627271
546.0000	0.00624782
545.0000	0.00627993
544.0000	0.00631205
543.0000	0.00631748
542.0000	0.00628871
541.0000	0.00624949
540.0000	0.00626244
539.0000	0.00632208
538.0000	0.0063536
537.0000	0.00630757
536.0000	0.00627755
535.0000	0.00634309
534.0000	0.00640171
533.0000	0.00645137
532.0000	0.00652581
531.0000	0.00654533
530.0000	0.00654563
529.0000	0.00658109
528.0000	0.00664078
527.0000	0.00675761
526.0000	0.00689228
525.0000	0.006982
524.0000	0.0070467
523.0000	0.00722006
522.0000	0.00749172
521.0000	0.00767821
520.0000	0.00788964
519.0000	0.00818089
518.0000	0.00851971
517.0000	0.00894026
516.0000	0.00944521
515.0000	0.00998723
514.0000	0.0105538
513.0000	0.0112224
512.0000	0.0119724
511.0000	0.012794
510.0000	0.013773
509.0000	0.0148846
508.0000	0.0160741
507.0000	0.0173217
506.0000	0.0187196
505.0000	0.020232
504.0000	0.0218239
503.0000	0.0235288
502.0000	0.0253756
501.0000	0.0273769
500.0000	0.0294206
499.0000	0.0314919
498.0000	0.0337121
497.0000	0.035875
496.0000	0.038072
495.0000	0.0403208
494.0000	0.0425594
493.0000	0.0447868
492.0000	0.0469513
491.0000	0.0489995
490.0000	0.0509436
489.0000	0.0527972
488.0000	0.0543795
487.0000	0.0558406
486.0000	0.0571569
485.0000	0.0582398
484.0000	0.0591638
483.0000	0.059837
482.0000	0.0604026
481.0000	0.0608463
480.0000	0.0609446
479.0000	0.0607983
478.0000	0.0605321
477.0000	0.060077
476.0000	0.0594261
475.0000	0.0586521
474.0000	0.0578321
473.0000	0.0568727
472.0000	0.0557525
471.0000	0.0547141
470.0000	0.0535231
469.0000	0.0522524
468.0000	0.0511986
467.0000	0.0501199
466.0000	0.0489564
465.0000	0.0478952
464.0000	0.0469494
463.0000	0.0461775
462.0000	0.0455128
461.0000	0.0448153
460.0000	0.0442918
459.0000	0.0439813
458.0000	0.0438249
457.0000	0.0436631
456.0000	0.0436614
455.0000	0.0436859
454.0000	0.0437329
453.0000	0.0439662
452.0000	0.0443802
451.0000	0.0448417
